id,timestamp,sensor_id,temperature,humidity
210302,2025-10-25 16:56:02,DHT11_02,22.0,49.0
210304,2025-10-25 16:56:06,DHT11_02,22.0,42.0
210306,2025-10-25 16:56:09,DHT11_02,22.0,47.0
210308,2025-10-25 16:56:13,DHT11_02,22.0,45.0
210310,2025-10-25 16:56:16,DHT11_02,22.0,49.0
210312,2025-10-25 16:56:20,DHT11_02,22.0,41.0
210314,2025-10-25 16:56:23,DHT11_02,22.0,42.0
210316,2025-10-25 16:56:27,DHT11_02,22.0,45.0
210318,2025-10-25 16:56:30,DHT11_02,22.0,39.0
210320,2025-10-25 16:56:34,DHT11_02,22.0,47.0
210322,2025-10-25 16:56:37,DHT11_02,22.0,51.0
210324,2025-10-25 16:56:41,DHT11_02,22.0,45.0
210326,2025-10-25 16:56:44,DHT11_02,22.0,45.0
210328,2025-10-25 16:56:48,DHT11_02,22.0,46.0
210330,2025-10-25 16:56:52,DHT11_02,22.0,49.0
210332,2025-10-25 16:56:55,DHT11_02,22.0,45.0
210334,2025-10-25 16:56:59,DHT11_02,22.0,50.0
210336,2025-10-25 16:57:02,DHT11_02,22.0,46.0
210338,2025-10-25 16:57:06,DHT11_02,22.0,44.0
210340,2025-10-25 16:57:09,DHT11_02,22.0,46.0
210342,2025-10-25 16:57:13,DHT11_02,22.0,56.0
210344,2025-10-25 16:57:16,DHT11_02,22.0,45.0
210346,2025-10-25 16:57:20,DHT11_02,22.0,49.0
210348,2025-10-25 16:57:23,DHT11_02,22.0,48.0
210350,2025-10-25 16:57:29,DHT11_02,22.0,46.0
210352,2025-10-25 16:57:33,DHT11_02,22.0,53.0
210354,2025-10-25 16:57:36,DHT11_02,22.0,52.0
210356,2025-10-25 16:57:40,DHT11_02,22.0,50.0
210358,2025-10-25 16:57:43,DHT11_02,22.0,59.0
210360,2025-10-25 16:57:47,DHT11_02,22.0,61.0
210362,2025-10-25 16:57:50,DHT11_02,22.0,50.0
210364,2025-10-25 16:57:54,DHT11_02,22.0,50.0
210366,2025-10-25 16:57:57,DHT11_02,22.0,49.0
210368,2025-10-25 16:58:01,DHT11_02,22.0,46.0
210370,2025-10-25 16:58:04,DHT11_02,22.0,42.0
210372,2025-10-25 16:58:08,DHT11_02,22.0,49.0
210375,2025-10-25 16:58:14,DHT11_02,22.0,44.0
210377,2025-10-25 16:58:17,DHT11_02,22.0,45.0
210379,2025-10-25 16:58:21,DHT11_02,22.0,34.0
210381,2025-10-25 16:58:24,DHT11_02,22.0,46.0
210383,2025-10-25 16:58:28,DHT11_02,22.0,49.0
210385,2025-10-25 16:58:32,DHT11_02,22.0,47.0
210387,2025-10-25 16:58:35,DHT11_02,22.0,45.0
210389,2025-10-25 16:58:39,DHT11_02,22.0,47.0
210391,2025-10-25 16:58:42,DHT11_02,22.0,48.0
210393,2025-10-25 16:58:46,DHT11_02,22.0,32.0
210395,2025-10-25 16:58:49,DHT11_02,22.0,44.0
210397,2025-10-25 16:58:53,DHT11_02,22.0,45.0
210399,2025-10-25 16:58:56,DHT11_02,22.0,56.0
210401,2025-10-25 16:59:00,DHT11_02,22.0,51.0
210403,2025-10-25 16:59:03,DHT11_02,22.0,46.0
210405,2025-10-25 16:59:09,DHT11_02,22.0,45.0
210407,2025-10-25 16:59:13,DHT11_02,22.0,50.0
210409,2025-10-25 16:59:16,DHT11_02,22.0,49.0
210411,2025-10-25 16:59:20,DHT11_02,22.0,49.0
210413,2025-10-25 16:59:23,DHT11_02,22.0,46.0
210415,2025-10-25 16:59:27,DHT11_02,22.0,48.0
210417,2025-10-25 16:59:30,DHT11_02,22.0,47.0
210419,2025-10-25 16:59:34,DHT11_02,22.0,33.0
210421,2025-10-25 16:59:37,DHT11_02,22.0,45.0
210423,2025-10-25 16:59:41,DHT11_02,22.0,44.0
210425,2025-10-25 16:59:44,DHT11_02,22.0,47.0
210427,2025-10-25 16:59:48,DHT11_02,22.0,51.0
210430,2025-10-25 16:59:54,DHT11_02,22.0,45.0
210432,2025-10-25 16:59:57,DHT11_02,22.0,49.0
210434,2025-10-25 17:00:01,DHT11_02,22.0,43.0
210436,2025-10-25 17:00:05,DHT11_02,22.0,47.0
210438,2025-10-25 17:00:08,DHT11_02,22.0,44.0
210440,2025-10-25 17:00:12,DHT11_02,22.0,45.0
210442,2025-10-25 17:00:15,DHT11_02,22.0,46.0
210444,2025-10-25 17:00:19,DHT11_02,22.0,48.0
210446,2025-10-25 17:00:22,DHT11_02,22.0,49.0
210448,2025-10-25 17:00:26,DHT11_02,22.0,46.0
210450,2025-10-25 17:00:29,DHT11_02,22.0,48.0
210452,2025-10-25 17:00:33,DHT11_02,22.0,40.0
210454,2025-10-25 17:00:36,DHT11_02,22.0,39.0
210456,2025-10-25 17:00:40,DHT11_02,22.0,45.0
210458,2025-10-25 17:00:43,DHT11_02,22.0,37.0
210460,2025-10-25 17:00:47,DHT11_02,22.0,43.0
210462,2025-10-25 17:00:50,DHT11_02,22.0,41.0
210464,2025-10-25 17:00:54,DHT11_02,22.0,47.0
210466,2025-10-25 17:00:58,DHT11_02,22.0,45.0
210468,2025-10-25 17:01:01,DHT11_02,22.0,46.0
210470,2025-10-25 17:01:05,DHT11_02,22.0,46.0
210472,2025-10-25 17:01:08,DHT11_02,22.0,46.0
210474,2025-10-25 17:01:12,DHT11_02,22.0,45.0
210476,2025-10-25 17:01:15,DHT11_02,22.0,46.0
210478,2025-10-25 17:01:19,DHT11_02,22.0,49.0
210480,2025-10-25 17:01:22,DHT11_02,22.0,45.0
210482,2025-10-25 17:01:26,DHT11_02,22.0,57.0
210484,2025-10-25 17:01:29,DHT11_02,22.0,47.0
210486,2025-10-25 17:01:33,DHT11_02,22.0,46.0
210488,2025-10-25 17:01:36,DHT11_02,22.0,46.0
210490,2025-10-25 17:01:40,DHT11_02,22.0,50.0
210493,2025-10-25 17:01:46,DHT11_02,22.0,45.0
210495,2025-10-25 17:01:50,DHT11_02,22.0,49.0
210497,2025-10-25 17:01:53,DHT11_02,22.0,45.0
210500,2025-10-25 17:01:59,DHT11_02,22.0,48.0
210502,2025-10-25 17:02:03,DHT11_02,22.0,47.0
210504,2025-10-25 17:02:06,DHT11_02,22.0,45.0
210506,2025-10-25 17:02:10,DHT11_02,22.0,44.0
210508,2025-10-25 17:02:13,DHT11_02,22.0,57.0
210510,2025-10-25 17:02:17,DHT11_02,22.0,63.0
210512,2025-10-25 17:02:20,DHT11_02,22.0,59.0
210514,2025-10-25 17:02:24,DHT11_02,22.0,61.0
210516,2025-10-25 17:02:27,DHT11_02,22.0,16.0
210518,2025-10-25 17:02:31,DHT11_02,22.0,43.0
210520,2025-10-25 17:02:34,DHT11_02,22.0,46.0
210522,2025-10-25 17:02:38,DHT11_02,22.0,47.0
210524,2025-10-25 17:02:42,DHT11_02,22.0,56.0
210526,2025-10-25 17:02:45,DHT11_02,22.0,49.0
210528,2025-10-25 17:02:49,DHT11_02,22.0,49.0
210530,2025-10-25 17:02:52,DHT11_02,22.0,44.0
210532,2025-10-25 17:02:56,DHT11_02,22.0,43.0
210534,2025-10-25 17:02:59,DHT11_02,22.0,43.0
210536,2025-10-25 17:03:03,DHT11_02,22.0,43.0
210538,2025-10-25 17:03:06,DHT11_02,22.0,49.0
210540,2025-10-25 17:03:10,DHT11_02,22.0,48.0
210542,2025-10-25 17:03:13,DHT11_02,22.0,63.0
210544,2025-10-25 17:03:17,DHT11_02,22.0,57.0
210546,2025-10-25 17:03:20,DHT11_02,22.0,48.0
210548,2025-10-25 17:03:24,DHT11_02,22.0,48.0
210550,2025-10-25 17:03:27,DHT11_02,22.0,53.0
210552,2025-10-25 17:03:31,DHT11_02,22.0,62.0
210554,2025-10-25 17:03:34,DHT11_02,22.0,63.0
210556,2025-10-25 17:03:38,DHT11_02,22.0,62.0
210558,2025-10-25 17:03:42,DHT11_02,22.0,48.0
210560,2025-10-25 17:03:45,DHT11_02,22.0,41.0
210562,2025-10-25 17:03:49,DHT11_02,22.0,49.0
210564,2025-10-25 17:03:52,DHT11_02,22.0,46.0
210566,2025-10-25 17:03:56,DHT11_02,22.0,46.0
210568,2025-10-25 17:03:59,DHT11_02,22.0,33.0
210570,2025-10-25 17:04:03,DHT11_02,22.0,44.0
210572,2025-10-25 17:04:06,DHT11_02,22.0,49.0
210574,2025-10-25 17:04:12,DHT11_02,22.0,41.0
210576,2025-10-25 17:04:16,DHT11_02,22.0,45.0
210578,2025-10-25 17:04:19,DHT11_02,22.0,46.0
210580,2025-10-25 17:04:23,DHT11_02,22.0,46.0
210582,2025-10-25 17:04:26,DHT11_02,22.0,50.0
210584,2025-10-25 17:04:30,DHT11_02,22.0,48.0
210586,2025-10-25 17:04:33,DHT11_02,22.0,52.0
210588,2025-10-25 17:04:37,DHT11_02,22.0,62.0
210590,2025-10-25 17:04:40,DHT11_02,22.0,51.0
210592,2025-10-25 17:04:44,DHT11_02,22.0,50.0
210594,2025-10-25 17:04:47,DHT11_02,22.0,50.0
210596,2025-10-25 17:04:51,DHT11_02,22.0,60.0
210598,2025-10-25 17:04:54,DHT11_02,22.0,44.0
210600,2025-10-25 17:04:58,DHT11_02,22.0,42.0
210602,2025-10-25 17:05:01,DHT11_02,22.0,39.0
210604,2025-10-25 17:05:05,DHT11_02,22.0,48.0
210606,2025-10-25 17:05:08,DHT11_02,22.0,51.0
210608,2025-10-25 17:05:12,DHT11_02,22.0,43.0
210610,2025-10-25 17:05:16,DHT11_02,22.0,50.0
210612,2025-10-25 17:05:19,DHT11_02,22.0,46.0
210614,2025-10-25 17:05:23,DHT11_02,22.0,49.0
210616,2025-10-25 17:05:26,DHT11_02,22.0,46.0
210618,2025-10-25 17:05:30,DHT11_02,22.0,47.0
210620,2025-10-25 17:05:33,DHT11_02,22.0,45.0
210622,2025-10-25 17:05:37,DHT11_02,22.0,44.0
210624,2025-10-25 17:05:40,DHT11_02,22.0,47.0
210626,2025-10-25 17:05:44,DHT11_02,22.0,42.0
210628,2025-10-25 17:05:47,DHT11_02,22.0,44.0
210630,2025-10-25 17:05:51,DHT11_02,22.0,47.0
210632,2025-10-25 17:05:54,DHT11_02,22.0,46.0
210634,2025-10-25 17:05:58,DHT11_02,22.0,43.0
210636,2025-10-25 17:06:01,DHT11_02,22.0,47.0
210638,2025-10-25 17:06:05,DHT11_02,22.0,43.0
210640,2025-10-25 17:06:08,DHT11_02,22.0,43.0
210642,2025-10-25 17:06:12,DHT11_02,22.0,55.0
210644,2025-10-25 17:06:15,DHT11_02,22.0,45.0
210646,2025-10-25 17:06:19,DHT11_02,22.0,48.0
210648,2025-10-25 17:06:23,DHT11_02,22.0,47.0
210650,2025-10-25 17:06:26,DHT11_02,22.0,46.0
210652,2025-10-25 17:06:30,DHT11_02,22.0,48.0
210654,2025-10-25 17:06:33,DHT11_02,22.0,47.0
210656,2025-10-25 17:06:37,DHT11_02,22.0,51.0
210658,2025-10-25 17:06:40,DHT11_02,22.0,46.0
210660,2025-10-25 17:06:44,DHT11_02,22.0,46.0
210662,2025-10-25 17:06:47,DHT11_02,22.0,50.0
210664,2025-10-25 17:06:51,DHT11_02,22.0,48.0
210666,2025-10-25 17:06:54,DHT11_02,22.0,46.0
210668,2025-10-25 17:06:58,DHT11_02,22.0,52.0
210670,2025-10-25 17:07:01,DHT11_02,22.0,48.0
210672,2025-10-25 17:07:05,DHT11_02,22.0,45.0
210674,2025-10-25 17:07:08,DHT11_02,22.0,47.0
210676,2025-10-25 17:07:12,DHT11_02,22.0,49.0
210678,2025-10-25 17:07:15,DHT11_02,22.0,56.0
210680,2025-10-25 17:07:19,DHT11_02,22.0,53.0
210682,2025-10-25 17:07:23,DHT11_02,22.0,64.0
210684,2025-10-25 17:07:26,DHT11_02,22.0,49.0
210686,2025-10-25 17:07:30,DHT11_02,22.0,48.0
210688,2025-10-25 17:07:33,DHT11_02,22.0,49.0
210690,2025-10-25 17:07:37,DHT11_02,22.0,55.0
210692,2025-10-25 17:07:40,DHT11_02,22.0,43.0
